,track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,danceability,loudness,intensity,cluster
5488,0VaWPwTVE7tABtM0pcz9w5,Halo 4 Rap,Zarcort,anime,38,0.875,128.453,0.607,0.683,-8.121,{2},111
5490,2qjM3qghmU9gU2BvNQlIav,Joker (Gotham City),Rustage;Frazer,anime,48,0.9,95.0,0.316,0.813,-5.012,{1},98
5492,1kMlcLyljkrShV0LSdSGBz,Yesterday,Official HIGE DANdism,anime,53,0.8,129.939,0.56,0.541,-3.687,{2},98
5499,5boa5pUNMOHjpXuKyIGcXj,Get Wild,TM NETWORK,anime,38,0.856,131.834,0.836,0.624,-10.914,{2},111
5500,43QSsuxazI8xms29SYCtxh,ないものねだり - Revenge THE FIRST TAKE,KANA-BOON;もっさ,anime,58,0.811,87.508,0.691,0.565,-3.745,"{0, 1}",98
5505,5Yiwmn4PZAzVAms9UDICU2,白金ディスコ,物語シリーズ,anime,50,0.929,116.996,0.862,0.738,-3.257,"{1, 2}",98
5506,0ldzDKNON23ajcssPHjTKH,紅蓮,DOES,anime,53,0.931,93.984,0.575,0.428,-2.628,{1},87
5507,6wOazYrDGLhMAhwU6RArlg,Sing My Pleasure,ヴィヴィ(Vo.八木海莉),anime,55,0.954,87.434,0.455,0.477,-2.4,"{0, 1}",87
5509,1YlmNQyqgqmih1o96NGCZZ,静寂のアポストル,JAM Project,anime,50,0.916,102.968,0.518,0.282,-2.113,{1},87
5511,7sc48UkOslbSSRO1b2jZDc,Ashes on The Fire,Samuel Kim,anime,42,0.782,101.779,0.191,0.42,-7.414,{1},111
5512,4HFytekNqRCDsyX2MlaglV,Call Your Name (Gv),Hiroyuki Sawano,anime,48,0.61,72.97,0.162,0.592,-5.682,{0},24
5516,6uJYlImgJZHoxrkbIn0S2m,Gambling,syudou,anime,52,0.982,98.024,0.517,0.516,-1.972,{1},87
5517,2k7lStJS8TJvMNxbdClLMD,Velonica,Aqua Timez,anime,56,0.925,136.977,0.587,0.495,-3.193,{2},87
5519,6H0PLsSYMzDOqhLgyOlzIj,感電,Kenshi Yonezu,anime,66,0.723,103.101,0.688,0.633,-5.733,{1},24
5526,20efY3ckrqmshtlMlzKxla,Universe - LIVE,Official HIGE DANdism,anime,29,0.868,92.97,0.593,0.51,-6.271,{1},111
5528,5mSV839zj5rWgD8iKYr2Vo,Pending Machine - LIVE,Official HIGE DANdism,anime,22,0.882,103.972,0.633,0.522,-6.189,{1},111
5530,7pKLfNJY7SHmJNdu8pqZzc,Cry Baby - LIVE,Official HIGE DANdism,anime,25,0.887,100.0,0.131,0.367,-6.819,{1},111
5531,0bFNFX5VsRriuzu8Lju99i,Anarchy - LIVE,Official HIGE DANdism,anime,23,0.843,136.075,0.277,0.484,-7.975,{2},111
5533,7GBDwr44ngVGTUU6fW4coD,Bedroom Talk - LIVE,Official HIGE DANdism,anime,24,0.607,76.429,0.558,0.502,-10.992,{0},24
5535,07AndHYLqSYcdiBuRyXfxm,Fire Ground - LIVE,Official HIGE DANdism,anime,20,0.962,116.935,0.463,0.491,-5.124,"{1, 2}",87
5537,2XRTwDgMQajOFOO7dH5pvP,Pretender - LIVE,Official HIGE DANdism,anime,25,0.786,91.957,0.251,0.491,-7.452,{1},111
5538,0zi6JoI0lSxdb9yboxWSZU,Filament - LIVE,Official HIGE DANdism,anime,22,0.894,127.953,0.299,0.516,-6.77,{2},111
5540,54EJ02S70ikT2SA2q3MmUI,Shower - LIVE,Official HIGE DANdism,anime,24,0.645,88.016,0.347,0.557,-9.547,{0},24
5541,5DVFVF9v4XZqzP5LdaZP0Q,Hello - LIVE,Official HIGE DANdism,anime,26,0.881,127.012,0.541,0.495,-6.141,{2},111
5544,4mNj7IGiHfDKo6qtVqKLc2,Itan na Star - LIVE,Official HIGE DANdism,anime,20,0.847,98.126,0.357,0.503,-5.965,{1},111
5546,4sZ8lJPjbScg28ylSLeWk2,1.15 Million Kilometers of Film - LIVE,Official HIGE DANdism,anime,26,0.702,96.969,0.291,0.498,-7.934,{1},24
5547,03RCjzacHuLx5tCjCKeCfI,One Punch Man Rap Rock. Solo un Golpe,Keyblade,anime,36,0.954,90.02,0.489,0.724,-6.122,{1},98
5548,2Qczuu8EryIy0uqHNU0xSP,Baki vs Oliva Rap. Pentágono Negro,MegaR,anime,37,0.958,96.248,0.29,0.582,-4.685,{1},87
5549,7v54DH8NxknHX7f4rEvoLh,Qin Shi Huang vs Hades Rap. Un Auténtico Rey,Darckstar,anime,37,0.849,90.102,0.71,0.692,-8.465,{1},111
5554,5ZaKWYtQTpOyRogPpE5Tyj,BAKU,Ikimonogakari,anime,49,0.939,113.985,0.756,0.64,-3.368,"{1, 2}",98
5555,2LZ9iobmtiQa52mZMIebuH,レイン,SID,anime,55,0.795,94.964,0.666,0.585,-4.905,{1},98
5556,17XgbDzWTso7Vw42ug1yfS,Yoruwahonoka,Eve,anime,52,0.712,118.981,0.653,0.753,-5.039,{1},98
5558,3WePQc3e2le4Vmh5W2idln,ライラック,美波,anime,53,0.933,135.006,0.531,0.505,-2.602,{2},87
5559,1Esdref3JRFtpdLtF6VWwg,NEXUS <PODv>,SawanoHiroyuki[nZk];Laco,anime,58,0.839,110.021,0.554,0.809,-5.772,"{1, 2}",98
5561,7yMCljF3pdi6zn9Qz98L2m,PHOENIX,BURNOUT SYNDROMES,anime,48,0.944,137.148,0.637,0.472,-1.012,{2},87
5564,1upmGVmHvx0MEHEVdvnBCK,Perfect Time,Hiroyuki Sawano,anime,53,0.945,124.022,0.542,0.595,-6.259,{2},98
5565,4Dygh4Ef0TFQQOvKbLGbXf,I Wanna Be...,SPYAIR,anime,51,0.869,126.038,0.588,0.437,-2.114,{2},87
5571,1PGCzcLCqV1yu9M3FmxKlu,ゴールデンタイムラバー,Sukima Switch,anime,55,0.864,125.095,0.767,0.647,-5.19,{2},98
5573,6VcB4JudF8TFcbobm9TDCR,courage,Haruka Tomatsu,anime,56,0.939,97.928,0.671,0.572,-1.577,{1},87
5575,7rzja9bo3uucVXzVDSBOWi,E.M.A,Hiroyuki Sawano,anime,47,0.75,124.998,0.103,0.339,-9.631,{2},111
5579,3115D00LQjPPbLqfeuEWES,Apetitan,Hiroyuki Sawano,anime,48,0.737,96.138,0.0898,0.196,-8.961,{1},111
5580,22tot0Y6uKuWdAZnEQyB6g,SIU,Maretu,anime,65,0.908,119.978,0.658,0.679,-2.949,"{1, 2}",98
5582,2IlivxoEfhgiVyuzNmEjfP,REALIZE,Konomi Suzuki,anime,50,0.916,103.047,0.407,0.596,-3.378,{1},87
5586,4eBgSyDDQqKHyxCvkqghs7,STORYSEEKER,STEREO DIVE FOUNDATION,anime,47,0.769,111.98,0.556,0.573,-7.784,"{1, 2}",111
5587,5vdRSv8ybTMZiZKTXjkzug,One Piece x Pirates of The Caribbean,Samuel Kim,anime,48,0.804,104.382,0.284,0.434,-8.225,{1},111
5589,1Bnoxu775EeNNJWNoVTUrZ,Notice Me,Zius Lit,anime,47,0.842,128.025,0.577,0.75,-7.092,{2},98
5592,5G0NPSOTLepHxUhEMlVjWj,サムライハート(Some Like It Hot!!),SPYAIR,anime,57,0.961,113.02,0.549,0.603,-2.069,"{1, 2}",87
5594,4d9L9pBJNGmHMKs36RgP4e,Devilman No Uta,Kensuke Ushio,anime,53,0.951,125.045,0.717,0.609,-6.137,{2},98
5600,7mf6IzeXWHVkoczzu08Y6p,黒点,Yasuharu Takanashi;YAIBA,anime,44,0.873,91.986,0.139,0.465,-8.205,{1},111
5601,55UpcFwQMEje1smWWBOZlp,百花繚乱,Yasuharu Takanashi,anime,43,0.9,129.934,0.172,0.474,-12.397,{2},111
5603,1GfUfl8HGB2UxOgnncUX29,Who are you?,PELICAN FANCLUB,anime,44,0.939,92.531,0.586,0.413,-2.947,{1},87
5607,4ebKRYnUm7pSy5xEnHhjs3,GO!!! 〜NARUTO OPENING MIX〜,FLOW,anime,51,0.972,133.74,0.941,0.601,-1.767,{2},98
5608,0JtDUkqOV5cRxTdHMXGP3t,ひたむき,SUPER BEAVER,anime,60,0.979,93.996,0.657,0.539,-2.688,{1},87
5610,1VVFJeC7AWaDcC6eCr3XqV,ないない,ReoNa,anime,53,0.758,130.047,0.821,0.626,-4.643,{2},98
5611,4FAUrZ8wdf8mV202FcEgn6,ホロネス,美波,anime,53,0.807,102.333,0.33,0.316,-3.345,{1},87
5613,48MqIfzLsRm00H1r2RJrVf,Near no Theme,Hideki Taniuchi,anime,42,0.853,134.983,0.345,0.429,-5.067,{2},111
5620,3GIhgMadHu26VHLEeXviGD,No.1,DISH//,anime,53,0.879,90.495,0.64,0.498,-4.3,{1},87
5623,5O0JAxUshrzUpsSnC3ADa8,Oni (Nezuko Rap),Rustage;LulunaRina,anime,43,0.792,89.964,0.921,0.817,-5.99,"{0, 1}",98
5627,3oID0W8xzgfMWD5KFop4xA,DOA,Hiroyuki Sawano,anime,51,0.879,137.936,0.539,0.573,-4.853,{2},98
5628,5bdc03rlZHi6hz0eVONVmb,K21,Hiroyuki Sawano,anime,47,0.952,121.002,0.41,0.639,-6.047,{2},98
5629,5KQk3xqndCMM8kQkS0tfOT,Overfly,Luna Haruna,anime,54,0.854,133.954,0.341,0.584,-3.491,{2},98
5630,5PfEiDJQNLsk0XCZ0GH1FJ,無心拍数 - アオアシ ver.,[Alexandros],anime,57,0.967,97.488,0.514,0.493,-2.177,{1},87
5636,2PE9H3nIrrQvHuWCbKglpe,Drunk-Dazed - Japanese Ver.,ENHYPEN,anime,52,0.823,132.89,0.509,0.599,-5.357,{2},98
5638,6TP6fgrqu2BI55tDWYmUOW,等身大のラブソング,Aqua Timez,anime,37,0.741,75.994,0.862,0.643,-4.635,{0},24
5641,1VftzwJX5TeLsHwOSLhLiU,Independence,神崎エルザ,anime,35,0.91,102.572,0.463,0.556,-3.975,{1},87
5642,3N6g2WBedkhqTiDv58LiuS,Raiden vs Shiva Rap. La carga de la cima,Bynmc;Kballero Rap;SoulRap,anime,35,0.848,92.301,0.528,0.738,-7.032,{1},98
5645,4feoyVkJBS4CX7CWAW8aFR,Rap Deku Villano,Doblecero;Bastián Cortés,anime,36,0.695,81.994,0.559,0.591,-9.442,{0},24
5646,1B7y3fZKpUirwYeevziZGw,Fire! (Digimon),Inheres,anime,35,0.662,84.969,0.632,0.481,-8.147,{0},24
5647,4hL09Lfpu8yCjO6ijqIgvQ,Adán vs Zeus Rap. El creador y su creación,Bynmc;MegaR;ZerØ,anime,35,0.843,79.317,0.593,0.509,-6.734,{0},111
5648,1GUEFDSmsZNW3IzxQLuNlF,Mi Corazón Encantado - Dragon Ball Gt,Ricardo Silva,anime,36,0.778,131.019,0.686,0.622,-7.86,{2},111
5649,0wQ7pSKesXwwSXqfRXDOlC,Sasaki kojiro vs. Poseidon,Adlomusic,anime,36,0.845,98.007,0.487,0.764,-5.867,{1},98
5652,4GRgeMNKXKSqmkKRqzoXB7,呪術廻戦,Hiroaki Tsutsumi;桶狭間ありさ,anime,33,0.845,104.488,0.189,0.37,-8.562,{1},111
5657,66Aox16AXYiqZum37rTDRG,イマジネーション,SPYAIR,anime,49,0.936,101.993,0.551,0.486,-2.957,{1},87
5660,0FuFovPx3x77CRFtt22Q3H,TRASH CANDY,GRANRODEO,anime,49,0.971,91.035,0.448,0.463,-3.373,{1},87
5663,0RRFR09sDU4CyQIE4VkhDp,イマジネーション,SPYAIR,anime,50,0.94,101.929,0.593,0.485,-2.954,{1},87
5665,55n4sFy8tjysBcCjQFwX3A,CORE PRIDE,UVERworld,anime,59,0.97,92.513,0.441,0.482,-3.131,{1},87
5666,3TQKZoYr4tH2YeJ02bcw1m,春夏秋冬,sumika,anime,43,0.632,79.004,0.384,0.543,-5.515,{0},24
5667,3rTk7Ll8NRrd2jspBFtimV,Natsu's Theme,Yasuharu Takanashi,anime,47,0.965,128.084,0.364,0.472,-4.867,{2},87
5671,0MnPdlWm7MSSUnEamZp5lX,星が泳ぐ,Macaroni Empitsu,anime,56,0.743,94.973,0.649,0.566,-5.377,{1},24
5672,4tscsbUMuX7EUZE2m97C6d,Avant,Eve,anime,51,0.793,93.0,0.573,0.542,-3.857,{1},98
5673,0w0LzMyUvgRYqYehX77UE7,aLIEz,SawanoHiroyuki[nZk];mizuki,anime,54,0.917,98.997,0.626,0.654,-4.972,{1},98
5677,1CAhaSy2odeJoPIkFndCIB,星屑ビーナス,Aimer,anime,55,0.621,72.982,0.377,0.521,-5.268,{0},24
5678,72AlDuv7nkBb9DvWPNgIw1,Goodbye (Yuta Rap),Rustage;HalaCG,anime,43,0.651,80.08,0.163,0.735,-5.897,{0},24
5682,7cggQ0tcUZEdtKzbVKYOIJ,The Pikachu Song [Pokemon],Fandubs Jose;PurpleTheBlue,anime,52,0.97,138.0,0.943,0.689,-8.789,{2},98
5684,2kJUNRihWFzZYfXE9SICgT,SHARINGAN,DizzyEight;Khantrast,anime,49,0.937,137.976,0.843,0.7,-5.155,{2},98
5687,3MbwkVpKZpQEgzAtNDwqah,Symphonicsuite (Aot) Part2-3rd: Before Lights Out,Hiroyuki Sawano,anime,47,0.881,109.521,0.176,0.515,-5.148,{1},111
5696,0vNMNmKdCFFilEdd5Tu2EA,Fuyu No Hanashi,Bastiancortesxv,anime,35,0.894,137.888,0.641,0.57,-6.04,{2},98
5703,4ZRvNs46kXBjKJOl74tKZm,コンセプトの戦い,Yuki Hayashi,anime,48,0.961,94.992,0.419,0.423,-4.312,{1},87
5704,1KVLRGGMh973EPZ4WaqDtN,Judgement,Kensuke Ushio,anime,53,0.887,129.991,0.321,0.529,-9.64,{2},111
5705,1GsAU0aPUjNcYDbZErzVmI,Leo,Eve,anime,49,0.648,89.75,0.115,0.496,-5.796,{0},24
5706,1GSPV6AYG8NrtpgqhWx893,HARUKAZE,SCANDAL,anime,52,0.872,82.61,0.579,0.459,-0.987,"{0, 1}",87
5711,58zuwdJzxODln0rcx7lm44,モノクロシティ,ACE COLLECTION,anime,50,0.885,134.986,0.779,0.715,-5.802,{2},98
5714,0L9JNPLUBrdshUMYzYQifY,我武者羅,CHiCO with HoneyWorks,anime,50,0.973,96.962,0.505,0.558,-3.126,{1},87
5716,66rznC5oKL5eAmwj9Wzipc,Dragon Slayer,Yasuharu Takanashi,anime,46,0.809,110.163,0.149,0.331,-4.633,"{1, 2}",111
5720,6mdiePjszuYWOJuhBIYnIt,EASY LOVE,Sumire Uesaka,anime,43,0.957,93.974,0.583,0.515,-1.457,{1},87
5721,481beimUiUnMUzSbOAFcUT,突破口,SUPER BEAVER,anime,54,0.994,103.512,0.262,0.472,-1.786,{1},87
5727,16Bi8bLaydtmneWgVidFzm,Thunder (Zenitsu Rap) [feat. Shwabadi],Rustage;Shwabadi,anime,39,0.937,100.018,0.296,0.838,-4.008,{1},98
5728,3ACa8DImXMFWsa44oEUKr1,Barricades - Movie Ver.,Hiroyuki Sawano,anime,44,0.861,105.058,0.454,0.391,-5.002,{1},87
5730,3bFcRPKFv3DjcEfQpgQLXs,blossoms,frad,anime,50,0.833,74.941,0.243,0.625,-9.027,{0},111
5735,6gGpF8V8miC4O0GZUqSZ9a,Intro : The Invitation,ENHYPEN,anime,52,0.806,67.651,0.261,0.283,-6.017,{0},111
5740,683p6Ov3orc4ICLOKi1Yn6,Don’t Think.Feel,UVERworld,anime,36,0.947,97.484,0.592,0.549,-3.598,{1},87
5741,42YuoHMp2HNaqhkJQF5moV,A Fuego Lento,Keyblade,anime,34,0.788,81.023,0.418,0.747,-6.912,"{0, 1}",24
5742,60a0z9XRCwk70L9gnxf4fV,swordland,梶浦 由記,anime,51,0.761,85.175,0.162,0.0835,-8.889,"{0, 1}",111
5743,5XJh3VbvvnGYrkubcQwzys,Gimme×Gimme feat. 初音ミク・鏡音リン,Hachioji P;Giga;Hatsune Miku;Kagamine Rin,anime,57,0.846,105.058,0.835,0.708,-5.443,{1},98
5749,2CEhANtMKRkjk2Sv5fmCX7,Jack El Destripador vs. Hercules,Adlomusic,anime,35,0.825,89.984,0.66,0.717,-5.07,"{0, 1}",98
5753,3scQcXcg9nOfWVQDQTeDXF,シャル・ウィ・ダンス?,ReoNa,anime,57,0.827,116.98,0.68,0.61,-5.099,"{1, 2}",98
5755,6ZWnHUhoN6k68kTwUV24R6,"Akatsuki (From ""Naruto Shippuden"")",Yasuharu Takanashi;Rayden,anime,42,0.834,80.019,0.352,0.603,-5.834,"{0, 1}",111
5757,6Vs70VrnqYWogia4mjq9z6,PARKOUR,Hiroyuki Sawano,anime,49,0.946,126.036,0.586,0.633,-3.737,{2},98
5759,7c7iiyRHZQB2VUxyUQA8ZI,SPARK-AGAIN,Aimer,anime,54,0.961,90.036,0.667,0.444,-3.835,{1},87
5763,1hoeIeIVXV9nDPWL21Nbjj,SKETCH,Kiro Akiyama,anime,58,0.752,93.976,0.718,0.614,-2.775,{1},98
5764,7rdrEpwnH1KzCsbiBUxPYf,Legend of the Martial Artist,Yoshihisa Hirano,anime,46,0.732,87.841,0.167,0.358,-9.539,"{0, 1}",111
5768,4M1ibMy9qYIIyaZHfrxkBe,King (Luffy Rap),Rustage,anime,37,0.91,110.078,0.585,0.83,-5.294,"{1, 2}",98
5776,1DqAeuDzc5uUQeAggxmZk5,Bouto,Eve,anime,52,0.774,129.414,0.705,0.547,-4.448,{2},98
5781,3PLQj7TnKFV7IpKuxiNeTS,Shonen Jump,Rustage;Fabvl;None Like Joshua;Connor Quest!;Eddie Rath;iBringDaLULZ;Cdawgva;Zach Boucher;Shwabadi;Divide Music;GameboyJones;Shao Dow;DizzyEight;FrivolousShara;DiggzDaProphecy;Dreaded Yasuke;BassedOlaf;Daddyphatsnaps,anime,45,0.732,80.018,0.786,0.782,-4.749,"{0, 1}",24
5784,7CV666yGB31LlOBiGMCkxS,Overlord,Rustage;Burefu,anime,45,0.875,79.94,0.578,0.735,-3.84,{0},98
5786,5kKSQULHCPFE7CKMPrkAtP,I beg you,Aimer,anime,53,0.893,127.884,0.478,0.456,-2.825,{2},87
5787,1yUV3xzgaFWG2Koe9Sfcwd,Good Morning [New] World!,BURNOUT SYNDROMES,anime,51,0.916,92.118,0.483,0.39,-2.859,{1},87
5789,6qX3zkcaTiA3ZYfrLJGXVL,ワルツのレター,Macaroni Empitsu,anime,35,0.734,108.001,0.69,0.655,-7.488,{1},24
5791,1OAp6qN5KmoGUQ2edICKsC,Ghost Rule,DECO*27,anime,61,0.894,104.955,0.472,0.564,-4.596,{1},87
5792,7gAEbjSCRgZhE1YjiO5ZPV,ALONE,神崎エルザ;ReoNa,anime,34,0.847,98.031,0.458,0.558,-3.939,{1},87
5793,7mGD2p1TAGLr2fvlKYC2gN,Vegeta - Super Saiyan,Bruce Faulconer,anime,45,0.893,120.226,0.173,0.305,-9.621,{2},111
5796,7p0g3EkZiRhs8KxV0yWWnY,Obsolete,Meychan,anime,0,0.933,127.993,0.761,0.645,-3.588,{2},98
5800,3fPKBKKDNS1VFsVjkTmRFw,Touch off,UVERworld,anime,47,0.891,99.995,0.215,0.499,-3.757,{1},87
5801,5RpCdEgSjTVIyziY4Ln8Ju,Kaikai Kitan,Eve,anime,49,0.919,92.325,0.565,0.565,-3.378,{1},87
5803,2rIvJfWcBBQVRQn3VVWw9F,Baki,Vxnity,anime,34,0.738,82.473,0.596,0.721,-9.998,"{0, 1}",24
5808,3YblgwBrb747gUzuh2CgYF,Torch of Liberty,KANA-BOON,anime,54,0.934,94.983,0.356,0.447,-1.998,{1},87
5813,6oh6pyBUaJWZbhQKsq0iAm,Bauklotze,Hiroyuki Sawano,anime,48,0.705,89.939,0.226,0.545,-5.51,"{0, 1}",24
5817,2lD8rPegYoYC1WucU3vU1W,ないない,ReoNa,anime,53,0.758,130.047,0.821,0.626,-4.643,{2},98
5825,3ixFouonAtRdwg4FiVN9z9,AntiSystem's,jon-YAKITORY;Ado,anime,55,0.959,94.956,0.593,0.533,-3.933,{1},87
5828,4lHhlaay5sKaj3rcAHuwxb,デート・ア・ライブ,sweet ARMS,anime,48,0.927,88.832,0.486,0.33,-2.217,"{0, 1}",87
5832,39TMgQ5mAFp40OJQP1x6vg,Kai's Theme & Agni Kai,Samuel Kim,anime,45,0.75,138.373,0.328,0.301,-7.337,{2},111
5837,6jqvbCajA0NIkVADIFnNrT,Cyber Psycho (Cyberpunk Edgerunners),Daddyphatsnaps,anime,51,0.617,87.404,0.514,0.621,-10.234,{0},24
5839,6XI4iISkO6e6HIU4Dsj4K7,Just a Lonely Boy ~WANDS 第5期 ver.~,WANDS,anime,33,0.896,108.062,0.606,0.601,-5.461,{1},98
5840,07cpQbAMNXCfpSkq7RZYLj,"Sola Nunca Estarás (Caprichosa) [Ending ""D.B. G T.""]",Ricardo Silva,anime,33,0.889,131.982,0.918,0.743,-3.59,{2},98
5841,5lfCgdeIVycpIvfx3ppeb1,略奪,Miyakawa-kun,anime,33,0.905,116.037,0.899,0.515,-4.62,"{1, 2}",98
5844,0MBIidXUyktEmdEhGQIec7,Baki Rap. El Campeón,MegaR,anime,34,0.849,89.856,0.807,0.642,-7.165,"{0, 1}",98
5845,70mFYCUkdIQwjP7g4GVrsu,Yūgen,Keyblade,anime,33,0.74,94.915,0.886,0.728,-9.726,{1},24
5849,0jWZdFBDF90o1GaDqfsCLF,Pilares Rap. Los Guardianes de la Noche,MegaR,anime,34,0.815,109.903,0.489,0.779,-7.596,{1},111
5850,4hKUNjXvTRp1Xpv9n4O8IK,レイン,SID,anime,49,0.793,94.996,0.641,0.597,-4.829,{1},98
5854,04rQMy0kPLdMyIeK5oyg1g,3分29秒,Hitorie,anime,52,0.914,101.27,0.692,0.489,-3.363,{1},87
5857,5DvUv3UT3KcH3IhNOTfiPF,DROP,美波,anime,50,0.877,91.609,0.541,0.553,-5.027,{1},87
5859,3sFdaHo9D3hfiFt2wVi6a5,M八七,Kenshi Yonezu,anime,65,0.719,112.013,0.334,0.633,-8.329,{1},24
5860,1OA144pXkdPDAdp8nm14Pk,アイロニ,majiko,anime,44,0.703,90.001,0.418,0.618,-3.832,{1},24
5861,31A3fFQivbhGo9aJQQCdtP,少女S,SCANDAL,anime,54,0.881,135.786,0.887,0.588,-2.57,{2},98
5863,6c6WreivKNC4zXb00lUJtI,マシ・マシ,NICO Touches the Walls,anime,50,0.885,101.99,0.866,0.641,-3.046,{1},98
5867,22sQUmLhT8umlEhQzDrzfJ,第六感,Reol,anime,60,0.959,134.017,0.835,0.675,-1.754,{2},98
5869,60iYkEAcSpAFcsjRrgTlrc,明け星,LiSA,anime,50,0.867,94.952,0.215,0.389,-3.604,{1},87
5871,3Bl9pbEgCoSnm50nG93bvL,アイリス,Eir Aoi,anime,52,0.893,129.048,0.701,0.59,-2.632,{2},98
5872,7ml6NhIU4YiIeAtog31ZF1,Big Stunna,Khantrast;Junoflo,anime,53,0.804,105.944,0.835,0.884,-6.923,{1},98
5874,3TeMXdcKef8xeWrjepm2IP,King & Ashley,MY FIRST STORY,anime,51,0.957,107.556,0.444,0.528,-4.358,{1},87
5875,185espHo2bItrvYrUUkDhe,ファンファーレ,sumika,anime,45,0.945,109.092,0.715,0.63,-2.354,{1},87
5876,3E5HwkuvaaW60z6lLHj5D4,オアイコ,Aimer,anime,60,0.718,92.989,0.735,0.64,-5.088,{1},24
5878,1Wp4M3MxgeqI7VZ20Z7Q9h,Bound by Blood,Rustage;Shwabadi;Connor Quest!,anime,44,0.907,125.039,0.471,0.821,-3.964,{2},98
5881,5SGesS47gTWra708Z5LhVe,Rasen,jon-YAKITORY;Ado,anime,55,0.761,104.964,0.302,0.672,-2.804,{1},98
5883,3rysOpH29UDtPpv5W2pzWZ,小さな恋のうた,高木さん(CV:高橋李依),anime,49,0.713,102.513,0.607,0.759,-5.281,{1},24
5885,6dPU6KFKAPoRDi2fI2TQkk,裸の旅人,Macaroni Empitsu,anime,35,0.749,92.948,0.649,0.677,-3.505,{1},98
5888,3yXUG6wZczeYgCE3L0z2pD,Intro : Walk the Line,ENHYPEN,anime,52,0.779,83.935,0.275,0.45,-5.327,"{0, 1}",111
5890,1jij5b2xsyFGDKfnkPfzZy,"Mi Corazón Encantado (Opening ""D.B. G T."")",Ricardo Silva,anime,33,0.862,131.004,0.704,0.624,-4.802,{2},98
5891,19eEiDedMPwhsCSVzoYKju,lovin',Mrs. GREEN APPLE,anime,34,0.94,123.413,0.858,0.44,-2.057,{2},87
5893,0bS4HId35JIx1lPPevNqv3,Torneo Raitai Rap (Yujiro vs Kaku),MegaR,anime,34,0.863,100.995,0.638,0.592,-7.544,{1},111
5894,5Iy1akoqqAsC9Z1wRQczC2,Barbablanca Rap. Leyenda del Mar,MegaR,anime,34,0.922,92.044,0.311,0.687,-8.181,{1},111
5895,5xpJazNlVwzu4D3AM9aIf4,Garou Miedo Cósmico vs Saitama Rap. Yin Yang,Darckstar,anime,34,0.809,88.123,0.622,0.707,-6.09,"{0, 1}",98
5896,7L3KzCJbfcpI17qsMS9WeA,Baki vs Mohammad Ali Jr. Torneo Raitai Rap,Kballero Rap,anime,34,0.905,87.255,0.742,0.549,-4.344,"{0, 1}",87
5897,77Gb2QwhSzHbKO2c3mqGCq,Rap de Uzui,Doblecero,anime,34,0.75,116.963,0.564,0.83,-6.056,"{1, 2}",98
5898,7FAjPbS7XPN7o79eqk2rb3,Thor vs. Lu Bu,Adlomusic,anime,34,0.903,93.004,0.24,0.663,-5.288,{1},111
5899,0Hd5wtv6QZpuAq53922DDL,Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,Bynmc;BenderCat,anime,33,0.907,86.776,0.42,0.658,-4.429,"{0, 1}",87
5901,1m3qFOyT5u01Yd2WBVX0cI,LINE,Sukima Switch,anime,51,0.875,130.009,0.306,0.506,-6.264,{2},111
5903,5pjMkwXntexxWFrk4k0KUx,Jiren's Power,Tha J-SQUAD;Remix Maniacs,anime,38,0.823,93.713,0.466,0.58,-7.548,{1},111
5911,1calxl7TPBgr0E11lI9uD8,Here,JUNNA,anime,51,0.801,108.071,0.594,0.594,-4.14,{1},98
5912,3D5B8RSPVvh7jBzxgEUJZH,"D.V.M.N. -Theme From ""DEVILMAN crybaby""-",Kensuke Ushio,anime,43,0.844,99.928,0.416,0.51,-7.975,{1},111
5917,5a3Q6vyaCNMtpQ5a1wnofp,Mirror,Rei Yasuda,anime,52,0.916,127.03,0.471,0.517,-3.831,{2},87
5925,7mMshfkGDVQTjn03tvSlwI,Hacking to the Gate - symphonic ver.,いとうかなこ,anime,47,0.614,80.371,0.301,0.416,-7.044,{0},24
5932,1f5BjEw9fvPClahjx7fQlr,Tangled in the Web (Spider-Man Rap),Rustage;Ben Schuller,anime,42,0.772,128.006,0.39,0.79,-5.235,{2},98
5935,2eLA6GJ3yhP49zZEXbBXdw,Brand New Love [WANDS 第 5 期 ver.],WANDS,anime,32,0.854,112.012,0.578,0.61,-5.48,"{1, 2}",98
5936,3NbcxD3uC4aDsv87lwK1WM,Overdrive,Taku Iwasaki,anime,51,0.822,134.981,0.193,0.576,-8.456,{2},111
5938,620KT2uyy5Pd9vjaPGdPzH,Cat 2,[Alexandros],anime,32,0.896,97.472,0.519,0.554,-4.492,{1},87
5939,0pA3eltAK1kFvoaN7nV50a,David Bowieのように,WANDS,anime,32,0.902,129.963,0.499,0.537,-4.965,{2},98
5940,2thHnIotLjnGEx3cX0REWm,R.I.P. (Rekt in Pieces),Keyblade,anime,32,0.861,124.0,0.426,0.771,-7.818,{2},111
5941,2cQYIGCDgr9BAyCnMNehf9,ピルグリム,神崎エルザ,anime,33,0.9,97.227,0.635,0.548,-2.564,{1},87
5942,19kiEGUN1df3omU4ChyjEX,Kill Me If You Can,[Alexandros],anime,32,0.975,127.911,0.309,0.47,-3.54,{2},87
